Date,Open,High,Low,Close,Volume,Adjusted Close
2016-11-23,12.34,13.01,12.19,12.43,0.0,12.43
2016-11-25,12.52,12.74,12.31,12.34,0.0,12.34
2016-11-28,13.4,13.5,12.74,13.15,0.0,13.15
2016-11-29,13.07,13.55,12.62,12.9,0.0,12.9
2016-11-30,12.6,13.42,12.23,13.33,0.0,13.33
2016-12-01,13.4,14.72,13.05,14.07,0.0,14.07
2016-12-02,14.16,14.48,12.39,14.12,0.0,14.12
2016-12-05,13.75,13.77,12.14,12.14,0.0,12.14
2016-12-06,12.19,12.3,11.54,11.79,0.0,11.79
2016-12-07,11.59,12.24,11.33,12.22,0.0,12.22
2016-12-08,12.1,13.4,11.3,12.64,0.0,12.64
2016-12-09,12.59,12.72,11.67,11.75,0.0,11.75
2016-12-12,12.23,12.78,12.07,12.64,0.0,12.64
2016-12-13,12.46,13.42,12.34,12.72,0.0,12.72
2016-12-14,12.88,13.39,12.48,13.19,0.0,13.19
2016-12-15,13.07,13.24,12.46,12.79,0.0,12.79
2016-12-16,12.88,12.95,12.15,12.2,0.0,12.2
2016-12-19,12.5,12.52,11.67,11.71,0.0,11.71
2016-12-20,11.65,11.75,11.38,11.45,0.0,11.45
2016-12-21,11.44,11.49,10.93,11.27,0.0,11.27
2016-12-22,11.32,11.67,11.14,11.43,0.0,11.43
2016-12-23,11.38,11.81,11.35,11.44,0.0,11.44
2016-12-27,12.26,12.33,11.84,11.99,0.0,11.99
2016-12-28,11.89,13.04,11.85,12.95,0.0,12.95
2016-12-29,13.15,13.71,12.95,13.37,0.0,13.37
2016-12-30,13.2,14.68,13.05,14.04,0.0,14.04
2017-01-03,14.07,14.07,12.85,12.85,0.0,12.85
2017-01-04,12.78,12.8,11.63,11.85,0.0,11.85
2017-01-05,11.96,12.09,11.4,11.67,0.0,11.67
2017-01-06,11.7,11.74,10.98,11.32,0.0,11.32
2017-01-09,11.71,12.08,11.46,11.56,0.0,11.56
2017-01-10,11.59,11.79,11.31,11.49,0.0,11.49
2017-01-11,11.56,12.23,11.21,11.26,0.0,11.26
2017-01-12,11.48,12.6,11.32,11.54,0.0,11.54
2017-01-13,11.45,11.62,10.94,11.23,0.0,11.23
2017-01-17,12.2,12.75,11.79,11.87,0.0,11.87
2017-01-18,11.79,12.81,11.69,12.48,0.0,12.48
2017-01-19,12.58,13.28,12.17,12.78,0.0,12.78
2017-01-20,12.58,12.59,11.53,11.54,0.0,11.54
2017-01-23,12.3,12.62,11.59,11.77,0.0,11.77
2017-01-24,11.82,11.89,11.04,11.07,0.0,11.07
2017-01-25,10.79,11.05,10.51,10.81,0.0,10.81
2017-01-26,10.61,11.01,10.6,10.63,0.0,10.63
2017-01-27,10.57,10.82,10.3,10.58,0.0,10.58
2017-01-30,11.1,12.9,11.1,11.88,0.0,11.88
2017-01-31,12.29,12.99,11.79,11.99,0.0,11.99
2017-02-01,11.79,12.05,9.97,11.81,0.0,11.81
2017-02-02,12.37,12.47,11.62,11.93,0.0,11.93
2017-02-03,11.84,11.84,10.72,10.97,0.0,10.97
2017-02-06,11.37,11.84,11.09,11.37,0.0,11.37
2017-02-07,11.39,11.67,11.06,11.29,0.0,11.29
2017-02-08,11.19,11.82,11.15,11.45,0.0,11.45
2017-02-09,11.44,11.53,10.74,10.88,0.0,10.88
2017-02-10,10.85,10.95,10.55,10.85,0.0,10.85
2017-02-13,11.36,11.4,11.07,11.07,0.0,11.07
2017-02-14,11.17,11.34,10.73,10.74,0.0,10.74
2017-02-15,10.84,12.01,10.8,11.97,0.0,11.97
2017-02-16,12.02,12.86,11.69,11.76,0.0,11.76
2017-02-17,11.84,12.26,11.37,11.49,0.0,11.49
2017-02-21,12.05,12.09,11.5,11.57,0.0,11.57
2017-02-22,11.48,12.07,11.44,11.74,0.0,11.74
2017-02-23,11.66,12.46,11.54,11.71,0.0,11.71
2017-02-24,11.81,12.59,11.34,11.47,0.0,11.47
2017-02-27,11.78,12.14,11.53,12.09,0.0,12.09
2017-02-28,12.19,12.96,12.13,12.92,0.0,12.92
2017-03-01,12.31,12.58,11.78,12.54,0.0,12.54
2017-03-02,12.43,12.71,11.32,11.81,0.0,11.81
2017-03-03,11.96,11.97,10.94,10.96,0.0,10.96
